,TxHash,BlockHeight,TimeStamp,From,To,Value,ContractAddress,Input,isError
5862,0x2aedabce8f75d1d1a75dc1eda5250131c28993bb65bfc403cec523626df82137,4876889,1515453252,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x2332a417aa3f911be3fba334c284176540f12de7,7.420000000000000000,NULL,0x,0
5861,0xc7bc2266e4edeb56a520564414156e6cddb61adf55e3574d4919bc939a8697a5,4876889,1515453252,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x9cb31a22b7b75d03b68ecb8855fa3cb2ab5a79ef,1.049120960000000000,NULL,0x,0
5860,0x64206af0c1e21c9f4b2dcbb9a76fde558882d20d3810251a5898841af56224d2,4876889,1515453252,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x77c7670c7e0a93de8fb39cadacdb39e2c8eeb1eb,3.095045900000000000,NULL,0x,0
5859,0xac67ecf9ae1b21f40529d3a04695d6f7c88ed403a05a9c60afccc9a9abadfadd,4876889,1515453252,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xf230b790e05390fc8295f4d3f60332c93bed42e2,0E-18,NULL,0xa9059cbb000000000000000000000000c44d4fd9c7133c6fd3cd280fe280bce16ef05f3d0000000000000000000000000000000000000000000000000000000099904d38,0
5857,0xb5b7fc83ef27e2fac03b5257bc70ce88acba56d215179b029e22f32255c4167d,4876889,1515453252,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xf230b790e05390fc8295f4d3f60332c93bed42e2,0E-18,NULL,0xa9059cbb000000000000000000000000bf260c7ad62cdbd9c4d5a655d9fe45c767852553000000000000000000000000000000000000000000000000000000017a45bcf0,0
5864,0x8f0011528051915136a2e3b3f26bddc4a9606244ef89e1bf503a65fd67592779,4876889,1515453252,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x9c05dae8f698453c2477c260dd49177cea7a00a9,5.000000000000000000,NULL,0x,0
5855,0xf68728bbcfbb161fa38bb6c2889b4778c8a821871e23d3126aa71878450891b4,4876889,1515453252,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x99ea4db9ee77acd40b119bd1dc4e33e1c070b80d,0E-18,NULL,0xa9059cbb000000000000000000000000e2971e22b844695ac0fb1789f797d5a1e326efe600000000000000000000000000000000000000000000008a15cae3bea7488000,0
5854,0xbe91f7644b58b2bfc56f7860c82f9a7ae3ccc9fb127a8bb875d66d2f09f7dad6,4876889,1515453252,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xb8c77482e45f1f44de1745f52c74426c631bdd52,0E-18,NULL,0xa9059cbb00000000000000000000000058d5ee6270f5af221b81460520e09966b43c891000000000000000000000000000000000000000000000000d8d726b7177a80000,0
5853,0xcce609d7626fc62a42766f783a3c77e95ca33e3dc13747de234cdbc2d8d60eb4,4876889,1515453252,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x514910771af9ca656af840dff83e8264ecf986ca,0E-18,NULL,0xa9059cbb000000000000000000000000a9ee26c169756949453e95eb74735377b69e0fc20000000000000000000000000000000000000000000000117de776efdcf78000,0
5852,0xf5d76943d7c4aadbbb4816de4e4151991ad4ea568cb5ba7f5f3af5b087e714a6,4876889,1515453252,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,0E-18,NULL,0xa9059cbb000000000000000000000000ea2ce0f132ef6bb94919b2735030bbe810748a64000000000000000000000000000000000000000000000106607e3494baa00000,0
5851,0x9b131d2f0a921e4faaa7b5219f180053ed52655f0ae9c82bbcd99538f4b8c9ea,4876889,1515453252,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x5bdb1bd8a0114e838a27c722f38430bf5706f857,2.353786740000000000,NULL,0x,0
5850,0x0657f41431459275a9dc5decb064efb9ae5473f7bc1ae936353ce6c8f815087c,4876889,1515453252,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xdca955280488beaf2ec8c350900a8c5de9bcd71e,0.502276110000000000,NULL,0x,0
5856,0x1228c4c3be7476b39293eb80ded97b569dc5153e89b946b66f2e987462bd4c2e,4876889,1515453252,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xe41d2489571d322189246dafa5ebde1f4699f498,0E-18,NULL,0xa9059cbb0000000000000000000000009f1cf9a343a11f5537d1669d672db4066ac87c3a00000000000000000000000000000000000000000000003a0df9070883c70000,0
5865,0xde9309577b20853d173978033d564fa924295a78c7787cebf189c0f7c65834c5,4876889,1515453252,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x419d0d8bdd9af5e606ae2232ed285aff190e711b,0E-18,NULL,0xa9059cbb0000000000000000000000003123f0c4de5db0d100e7d8f2a0077e9d834ae384000000000000000000000000000000000000000000000000000000224db07ce0,0
5866,0xabd1746b6fbadaae47a0786eb3f33a4d9c896f73813f9f0b2394ea3ee7257e24,4876890,1515453278,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x5af2be193a6abca9c8817001f45744777db30756,0E-18,NULL,0xa9059cbb000000000000000000000000d1b67fcf0e3829162b54d9765c69700a5a7a344c000000000000000000000000000000000000000000000000000000000bebc200,0
5867,0x471fb3b2208e2e37469fd834c4697e103085eee4d474c1a5d46f7515fc48e68c,4876892,1515453298,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xb8c77482e45f1f44de1745f52c74426c631bdd52,0E-18,NULL,0xa9059cbb000000000000000000000000bf708cb3480224652f6b5dd240e6073794072949000000000000000000000000000000000000000000000029b004d1a9d3640000,0
5868,0x21971a83f72c52d576e2149f64c31d51d5c226c8ce4ff67fa5716927d69e0353,4876892,1515453298,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xd26114cd6ee289accf82350c8d8487fedb8a0c07,0E-18,NULL,0xa9059cbb000000000000000000000000eeeb089c1935b45bf3f474b5698397e0c212ec9a000000000000000000000000000000000000000000000003bdfdf4f5d0148000,0
5869,0x7215839538d657d404b7dfd3ba9f6b8bdce1402fac75eff7c45e2f52eb51a7e5,4876892,1515453298,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x12480e24eb5bec1a9d4369cab6a80cad3c0a377a,0E-18,NULL,0xa9059cbb0000000000000000000000005f19f48ff5052f6636e52673234ae8c950c73c790000000000000000000000000000000000000000000000000000000000005334,0
5870,0x5802d86f9f6d9aeb07860a49b6f90d468a4c2da9a49969ab806e3dbd9ae3598c,4876894,1515453328,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xf230b790e05390fc8295f4d3f60332c93bed42e2,0E-18,NULL,0xa9059cbb0000000000000000000000001e5375571a87213a33687c4a9bceccc29383556900000000000000000000000000000000000000000000000000000000389fd980,0
5871,0xfed092fd56291456fadc6a44f360e2edc6bc7423dd83b23bc584a1bd4d78dc96,4876896,1515453383,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x419d0d8bdd9af5e606ae2232ed285aff190e711b,0E-18,NULL,0xa9059cbb0000000000000000000000004c75538beea57c85d40f1e3a6c2b8df424a36e65000000000000000000000000000000000000000000000000000000a32db66f40,0
5872,0xba4416a71aa93066fa242ececd12541c48263d04d3a8380eb6ccbfe566abf2fa,4876897,1515453390,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x3370eed4eccb04ab916b8a3907ccd6e4ae8067b5,0.990000000000000000,NULL,0x,0
5873,0x68d6981f6ed7b9fa305f122132bf030d246c7607fa056820387c63147fc7923c,4876899,1515453413,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x473499439d8f9ff48ef2d6f0c64c9664db51defb,0.139850000000000000,NULL,0x,0
5874,0xcf7b20eee5861dd87046ef6bfbaf81a07f40580e149816e60ca5108a604c9378,4876899,1515453413,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x28b4c3e5216fc66d95d887c3a9b820137e7c9054,0.102737510000000000,NULL,0x,0
5879,0xfa79fae0f405f533051ad539085a0025a32e91c802f4868c3da9342c14da99c6,4876900,1515453432,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x91b1bf0d7829ff9bc207ec8b3b769bd2f9318929,0.420248030000000000,NULL,0x,0
5878,0xc5e2ad8dd6d20b67a446140c0425b29edaa68fdb3629388452439bc348273ec5,4876900,1515453432,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x92c725b611f6efab66181c3f2a7e6161fc086578,0.299690000000000000,NULL,0x,0
5875,0x29349be1491ad9e1480b347d50bcf153cfae8749602b5a4327d3cab9143a9589,4876900,1515453432,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0E-18,NULL,0xa9059cbb0000000000000000000000008b419c33d0658e4452518c019bb0b40bad5e05550000000000000000000000000000000000000000000000225582c2dcd26d8000,0
5876,0x3e7c1fddff9fe8df95f9ee4d5d936a92f2db89bad9ca27cc2e19fa1d33f2b310,4876900,1515453432,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x5756a02ebd988f7c678f4c42bfd0d57d4cd41769,1.374614000000000000,NULL,0x,0
5877,0x45e5dd3fcbef94c9ffe9837c866969a1acc3189bb4d28ee3792ec9d67d03b0d0,4876900,1515453432,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xdea889421f5850abaa337ce780b03b637a99ee6b,0.490000000000000000,NULL,0x,0
5880,0x94ce83aea777487cdc6ebe684213e23820aed88996cb1d1ddecb92e1d49917ab,4876901,1515453448,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xc24db4eddb3e99b54e3267301ce0c725c9e67bdb,6.000000000000000000,NULL,0x,0
5881,0x5a36cc3e1a876c19b991c8c74d7aef7957e367aac8cd14a1f177a31d0f184430,4876901,1515453448,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x37c0509c06b62ae844c5c9eabf907c67c0985bc7,1.605502000000000000,NULL,0x,0
5886,0x9e03d959fe3f2720dca886ed072034cf613035a4ebfea955bedf61042d2bdecc,4876902,1515453461,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xb886e38320d76d4db2ad449ae2d350ee0cf36aa5,0.903314520000000000,NULL,0x,0
5884,0x23b98caf35ea9fba5b056be5981b3855aa3d5b9907b62a0558539f963be662ab,4876902,1515453461,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xaba95e49a352362ee614fc08704fa0bcaa9e8fd4,0.489250310000000000,NULL,0x,0
5885,0x72b407136a6b6e0922bcd42549614def792fff446cc7aadaa384b1c469d56fe0,4876902,1515453461,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xaa12e2ba8543fca0cf9999c6b5e2c50ca38dc941,1.001415660000000000,NULL,0x,0
5882,0xafe281895c14b11db580150a3ec4b1585e3db233e40852a2addae3323e2ddd6c,4876902,1515453461,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x0e0989b1f9b8a38983c2ba8053269ca62ec9b195,0E-18,NULL,0xa9059cbb0000000000000000000000009fe2e4bcfc7b3b5780ade811fe79647e966b13de00000000000000000000000000000000000000000000000000000acd72808a00,0
5883,0x911a329bff74be0e959d88713d8f34d04d8185ef3c3b41dec39c5e59ded53b1b,4876902,1515453461,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xc4178b3070034ee4057fb9c0ecd8ade8319c08e1,1.856295330000000000,NULL,0x,0
5887,0xbae9a7b61a5e70ab935e87374ed621810daac15c057309e239b47a109c9f10d8,4876904,1515453509,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x572c6e0a726578142d37446cd61dc229cd4b9eb9,9.728252000000000000,NULL,0x,0
5888,0x704ba5e4e286ae3f890060b964e6f68edc9c32d5f37326ed26e366c30bfe0835,4876904,1515453509,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x75eedddff2e0f40b9382d85039446599468c4858,0.490000000000000000,NULL,0x,0
5889,0x958326b5f1c6ae4e85416ed61614bd3344ff0bc67d543c6f420cd5c1ab6b44c5,4876904,1515453509,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x335a3899b5c4413a5ecf5d1b765470b958c41242,1.025790630000000000,NULL,0x,0
5890,0xda39f88a9da8b50e1713abc3c73dafa4c3abc4b8fecfe7c9de1152d849eee5dd,4876904,1515453509,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x8fba17bebf4a750997956afeb61e0889fb818576,1.903876570000000000,NULL,0x,0
5891,0x0466818ef63c32a30e4f5f2f17cd49ea47328830417502c0eeba35f4108fc254,4876905,1515453519,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xf230b790e05390fc8295f4d3f60332c93bed42e2,0E-18,NULL,0xa9059cbb0000000000000000000000005151d29a97d766cb279e2fd4ee1846cb799836b700000000000000000000000000000000000000000000000000000001270b0180,0
5892,0x8817c5fb466222fc1792aca6e30146b01f6ab10c9810e58408ee5d100f80d43a,4876905,1515453519,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xf230b790e05390fc8295f4d3f60332c93bed42e2,0E-18,NULL,0xa9059cbb0000000000000000000000000e67be8e71aed7efdbbfa19c9bb3391e076a4a4400000000000000000000000000000000000000000000000000000000296d6090,0
5893,0xf00e87dcfaeca68ff278e3d5bb4ff69ca389a4f321b975c61e9a01889adb7d5a,4876905,1515453519,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xf230b790e05390fc8295f4d3f60332c93bed42e2,0E-18,NULL,0xa9059cbb000000000000000000000000700a56991ec61776cd868b9acd4def01fe8c5c19000000000000000000000000000000000000000000000000000000000bebc200,0
5894,0xc915d05b6ba049377619d93eb1bdbd17285232572d02989bd13736859326d474,4876911,1515453575,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x2ba655aab57d6a690587670aae3d62331830b23a,3.000000000000000000,NULL,0x,0
5895,0xeefd4f5a6b77c7f9e1ff0ad69243c524e9760d0d3fcca87cee6ff64135b19e1c,4876911,1515453575,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x86fa049857e0209aa7d9e616f7eb3b3b78ecfdb0,0E-18,NULL,0xa9059cbb00000000000000000000000009a34b78d338771eba7a55dad47b3aac610cd6eb00000000000000000000000000000000000000000000000680396ca2f8d80000,0
5896,0x1b84f69a5e7c52dd3b5c57c96e85067748042fad76803893d193b0cff75512ff,4876911,1515453575,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xa2d2db5a979f68b3e8f1eef3bd301c58f6c078b5,0.100000000000000000,NULL,0x,0
5897,0x3be80aa3ae4bf879177559dc6979e910d34b600592d7b58eef1d94bf571ac627,4876911,1515453575,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xfcbed115830aeb25aca57fd079f037ed9dc07d17,0.661927910000000000,NULL,0x,0
5898,0x184eaa933c8079280e2a04eb738e2af0dd7641c6ab704067daf719eafb72b128,4876911,1515453575,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x23a278fe33544c6e34fe6e97492487624ce58fe2,5.490000000000000000,NULL,0x,0
5899,0x6f510cf8afb04981f2b3ecff71002cdc97d07faefd81da81e3a0de462c1b722f,4876913,1515453597,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xe41d2489571d322189246dafa5ebde1f4699f498,0E-18,NULL,0xa9059cbb000000000000000000000000b682c3551292c03c6c43a82dcad06a11a9739788000000000000000000000000000000000000000000000035ab028ac154b80000,0
5907,0xbaa98cdf8f1674cac0aa0ad121c6d20347bc8f12761ced62abd26ce9611d0706,4876915,1515453617,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x2ea27f8a35a5a421ab6e2ef82b9318e6511dbc3e,10.000000000000000000,NULL,0x,0
5906,0x1c1d4a29304344bd27b86d55aed15427eef65be5749254b1505be16b54e9e409,4876915,1515453617,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xf230b790e05390fc8295f4d3f60332c93bed42e2,0E-18,NULL,0xa9059cbb000000000000000000000000af82375d48a8f273e76c0851e91d98a24b19c1fb0000000000000000000000000000000000000000000000000000002f72360796,0
5908,0x702bdae8367d0a7a389ae3447c6b13aa7247a2b91dde39556fd34b7396527faf,4876915,1515453617,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x034d873e5e575dab34f154de197455ac91bbbfb4,0.130930880000000000,NULL,0x,0
5905,0x80155182041d2fb8c6dbd2a403e8b603eb7169ae2932d45d47cc14c39412328b,4876915,1515453617,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xb5953bd85afa1bf805f4639c670b662e53edefbb,4.895538480000000000,NULL,0x,0
5904,0x6801c255b6217c98e0191a38a7f7db3d13c304b2d673aed1b9f278766eb3e6f8,4876915,1515453617,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x4156d3342d5c385a87d264f90653733592000581,0E-18,NULL,0xa9059cbb0000000000000000000000000ce01ce84ba7f3ffb65a5a8d0fe59497e46c537c00000000000000000000000000000000000000000000000000000000b4c6bf60,0
5903,0xb336522c95aff4134e98bcaddc8332c077610890234883c6449661b898cbb496,4876915,1515453617,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xf230b790e05390fc8295f4d3f60332c93bed42e2,0E-18,NULL,0xa9059cbb0000000000000000000000009377bde2c4be38aaf1b17b24c6da8558efef3ef8000000000000000000000000000000000000000000000000000000000bebc200,0
5902,0xc224e9fb9b3d43df5ec1c1c1b914502c3a20a5e9ed837e14fbfe57c02b83b9fd,4876915,1515453617,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xf230b790e05390fc8295f4d3f60332c93bed42e2,0E-18,NULL,0xa9059cbb000000000000000000000000de12f9ed5904e8c9f90dc2aab494db8c95d3a86c000000000000000000000000000000000000000000000000000000025706d480,0
5901,0x8f009c382b5eed1ef2a21a04de7293513f85965415442a85576de873ab02fb1a,4876915,1515453617,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xe41d2489571d322189246dafa5ebde1f4699f498,0E-18,NULL,0xa9059cbb0000000000000000000000002b3029507579abf89d0c5f14916ecff364d57e5900000000000000000000000000000000000000000000019aae587e12a4780000,0
5900,0x3c3f6f1a005f17d5e72d1108698defed8c33ecb0d1f5a40e037d563e48b82287,4876915,1515453617,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x419d0d8bdd9af5e606ae2232ed285aff190e711b,0E-18,NULL,0xa9059cbb0000000000000000000000004c2af925a8a4a4ae57002c95dda3b21d22b443ed00000000000000000000000000000000000000000000000000000016d0e43fe0,0
5909,0x0e551130754ed24239691d7ce56e9a81e0d1a301485aab6c99eb220f216047e0,4876917,1515453631,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xc9dfff47f37ba3a6caa6bfb42d15166b348fa9d8,9.926068240000000000,NULL,0x,0
5910,0x95e96bda9ff5af472f7dab605de63698abcce83823ec3b05759d7a39ad6ecca3,4876917,1515453631,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x5a74f0b373a8094fbe9f0cc320fa2058c0b4f711,0.109228160000000000,NULL,0x,0
5914,0x5c36dbf46880c7062a123c8014cabda05b5a591864a200715a441d91788de7b9,4876918,1515453648,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x5b5bbb7141c889d3a5ae198acfcd2d465ba2d835,3.680916620000000000,NULL,0x,0
5913,0x3440aaeac729117abd6d46aa5db88e2dee1f7e80387f4c8ebc4976dd1c76ff4f,4876918,1515453648,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xee7eae49541a6a7a0ff67405c1b285e10f30de17,2.000000000000000000,NULL,0x,0
5911,0x17a837ea5abb7c12346833ae2f970750351a9009e34ce4b86b8b2de126afebef,4876918,1515453648,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x9690e2c61bafe25374603a25c1b18c4a43723efd,0.122165000000000000,NULL,0x,0
5912,0xc4ad822de8d619332bb1c988b4379543fd41bc09d941ecd8d3a1ab0c35962275,4876918,1515453648,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x59e713d59be420f00b6b8270ee2b39dab6ec2ebf,0.130754010000000000,NULL,0x,0
5915,0x3e08a9defce8cc882b6026f08c71caefbb12ebe77d61581fe3a06e5553ddaeae,4876920,1515453674,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x3a301f5858da5faeb424da2210f3f3a0d949d456,3.090000000000000000,NULL,0x,0
5920,0x940febe2b1214305d38cb140627a37fca5602585f53e85ec71ed5ad7d0a7960e,4876921,1515453689,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x595832f8fc6bf59c85c527fec3740a1b7a361269,0E-18,NULL,0xa9059cbb000000000000000000000000fb48a371633b26ba34a313c375d9b7270992aa1c000000000000000000000000000000000000000000000000000000003c15277c,0
5916,0xf3a3c89b0552b062280955529fced905627ee338bf232fbf1b223b3115a09619,4876921,1515453689,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xef68e7c694f40c8202821edf525de3782458639f,0E-18,NULL,0xa9059cbb0000000000000000000000009fc8313086e1d4a7593766f6a419478d2c663e8e00000000000000000000000000000000000000000000000f9ccd8a1c50800000,0
5917,0x52a427ff0bf07106a59d2255f6b061422fec747eb72922ec00b053c0485fd5eb,4876921,1515453689,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xd26114cd6ee289accf82350c8d8487fedb8a0c07,0E-18,NULL,0xa9059cbb000000000000000000000000e30b5cf0805bc711ef2e90fc57642196c7807c6c0000000000000000000000000000000000000000000000019bc103cd35d70000,0
5918,0x3b1e724e4106c6c8d5a120c8604bfd6f5df5f2dcc9cc2bdc30189b62d98ba572,4876921,1515453689,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x419d0d8bdd9af5e606ae2232ed285aff190e711b,0E-18,NULL,0xa9059cbb00000000000000000000000059b7268a0509d3c78487d76696fd76e4c0fea2a0000000000000000000000000000000000000000000000000000000106572d060,0
5919,0x739c466856ad9e0760b9686b0a4b6aa456db5f0296a2e9f4e8b673db79c3c079,4876921,1515453689,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xe41d2489571d322189246dafa5ebde1f4699f498,0E-18,NULL,0xa9059cbb000000000000000000000000634dd411220c0a6b70a3f553d4be66352b437220000000000000000000000000000000000000000000000012d879621fd4cc0000,0
5922,0x5deea2585fb51f7bcd6677d2f1a4932c79ded2a408824ee35ec8dacd8f15407d,4876923,1515453749,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x103c3a209da59d3e7c4a89307e66521e081cfdf0,0E-18,NULL,0xa9059cbb0000000000000000000000000fdaaee246ee9cec63b444dc4e3cfe4cb48f017d0000000000000000000000000000000000000000000000041bfc8ec3e4b24000,0
5923,0x1c322f04aef9fcd2308b3219c056c9eed50854a63b7c0d513efa9ce640738582,4876923,1515453749,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x0e0989b1f9b8a38983c2ba8053269ca62ec9b195,0E-18,NULL,0xa9059cbb0000000000000000000000006a55cf9a9f42b1296f9a07722d0fcf26b17c05a500000000000000000000000000000000000000000000000000000074c53cc320,0
5921,0x7c4f247cd5fac4c8b2a494b003649a5a252600fb2788ab7e113af21c9d05b254,4876923,1515453749,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xf85feea2fdd81d51177f6b8f35f0e6734ce45f5f,0E-18,NULL,0xa9059cbb00000000000000000000000042fef330cbe8cfe5e5a2e81c6d882b726f41af38000000000000000000000000000000000000000000000006fc3c794aa9bc0000,0
5932,0x882fe9a261f293aaec7a5e7ab8080a9f9d4ee272ee0b736ad4ad00054c83ee7e,4876925,1515453777,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xa1a276917db0263b61972da61e0f6c8e7743c24b,0.503392440000000000,NULL,0x,0
5924,0xb1f9a962da6eb226bb775dcb5087e06bfc7104859f10688b95c41b1d536f658d,4876925,1515453777,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xd26114cd6ee289accf82350c8d8487fedb8a0c07,0E-18,NULL,0xa9059cbb000000000000000000000000f8c5a78eaec73664e216f1637694d85464b95ec6000000000000000000000000000000000000000000000000f43fc2c04ee00000,0
5925,0xc477b919aa57bc5729381de8d099215a4b34a4096d85209d18b564a5e5d6ae7b,4876925,1515453777,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xe41d2489571d322189246dafa5ebde1f4699f498,0E-18,NULL,0xa9059cbb0000000000000000000000004756539740f0bc2ebcbdab81fa23e7b98cf1449a000000000000000000000000000000000000000000000035ab028ac154b80000,0
5926,0x567c435ce2574eddcfea4ec8ecbcd870f0917a553a39a6a5659a4ee18c4f3bb4,4876925,1515453777,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x4156d3342d5c385a87d264f90653733592000581,0E-18,NULL,0xa9059cbb000000000000000000000000e523cdf0d61c4665a00f0bb4a58c4475cd5cdb4d00000000000000000000000000000000000000000000000000000000927a7960,0
5927,0x6e7e0a6f1037cf7b6c1b1e6f6192f39f36c290a6f1b94cdc389e0e041106e771,4876925,1515453777,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x419d0d8bdd9af5e606ae2232ed285aff190e711b,0E-18,NULL,0xa9059cbb000000000000000000000000aec9ac37f6d38b8175bda1d74e98deaa404b1b93000000000000000000000000000000000000000000000000000004b9b7528760,0
5928,0x663c9ae562b9e15d0d1ed6672cc43a57f26eea75ea6bd5c8b251c4e8cae59d29,4876925,1515453777,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xdd974d5c2e2928dea5f71b9825b8b646686bd200,0E-18,NULL,0xa9059cbb0000000000000000000000000d727a60c24a528a0d1510a0ae04c9a9a2f44ef5000000000000000000000000000000000000000000000022105f2442236e8000,0
5929,0xf26e7472a942930bb10554cf6a5195abff7c189d4288aa889ca41df343a54840,4876925,1515453777,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x757aa0101854effe3ca3055380d87c41f1c9a8a8,20.416727700000000000,NULL,0x,0
5930,0xcc4d2df315bfe9231a5058ebc76f321d1c24a8d6f77af5ce841b704c541f0a78,4876925,1515453777,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xcc37c3db385671495e73dfdf0241c122d8428a04,31.870104730000000000,NULL,0x,0
5931,0x8c4014a939bdd6bb1d27e52b43dfe844b050c3ee852ce6fb57f9c3df0a21a141,4876925,1515453777,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xb7a22028a54846a81c203a54401d7d77ae7e2f86,0.708600000000000000,NULL,0x,0
5933,0x55be702655cb984ffbe8c9a0904fe97d6b1eae5f5502e63d93717184a0910fdf,4876925,1515453777,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xa341c1bc25bf7633a91861b1ad2af7a62fa6207d,2.595030530000000000,NULL,0x,0
5934,0x3dbbce8a01a3446b096d65c433b0c4cedfd1efc34f641186416c5b60f70d09ae,4876925,1515453777,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x6245ec83100ce1322fd66e55fdeec3ec9759e4eb,0.161706900000000000,NULL,0x,0
5935,0x0eb1f6c459b23815a03c8b92880e0d6cdc3e58dc0de67cb62f32e2b9e64a472c,4876925,1515453777,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xaf67405ab77a4086f308446b496643f4e683a610,1.047295780000000000,NULL,0x,0
5936,0x7c96baff240c6e9c7e04c8443b445cf6fd4101c04d70b4b7a1c271d67a399010,4876925,1515453777,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xbb1beddd7ce371155ce8568247298a02e2b1b9e4,1.000000000000000000,NULL,0x,0
5946,0xaf861d266b135e9c51452ed7931b97d41bb34e850ff4298541194a5e1701693c,4876926,1515453822,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x419d0d8bdd9af5e606ae2232ed285aff190e711b,0E-18,NULL,0xa9059cbb000000000000000000000000ba2285506a070b5090ecb9202bd1661aa9bc2429000000000000000000000000000000000000000000000000000000c470705500,0
